Product_number;Product_description;M-Check Packaging
210119000000;Bio Gruyere Scheiben rez;3
200705800000;Bio Cottage Cheese 115g;3
200699200000;M-Classic Cottage Cheese Kürbis;3
101503600000;RISOLET. CLASSIC 42G STG;4
101597100000;RISOLETTO CLASSIC 5ST;4
101597300000;RISOLETTO DAILY SIZE 154G;3
101506300000;RISOLETTO MINIS CLASSIC;3
101506700000;RISOLETTO MINIS WHITE;3
101507600000;RISOLETTO SNACK 150G;4
101507700000;RISOLETTO MINIS ASS 210G;3
101503400000;SE RISOLETTO CLASS. 10x42G;4
101584800000;SE RISOL.CLASSIC MINI 840G;3
101512700000;SE RISOLETTO MINIS ASS.;3
101558500000;BRANCHES MILK 1ER;4
101558700000;BRANCHES MILK 5ER;4
101558800000;BRANCHE MILK 10ER;4
101588600000;BRANCHES DARK 5ER;4
101560700000;"BRANCHES WHITE 5ER
--> NEUHEIT/WIEDEREINFÜHRUNG";4
101559400000;BRANCHES MILK MINI 200G;3
101561100000;BRANCHES MILK MIDI 230G;3
101595500000;SE BRANCHES MILK 650G;3
101558400000;SE BRANCHES MILK 30ST;4
101589200000;SE BRANCHES DARK 30ST;4
101501300000;"SE BRANCHES WHITE 30ST
--> Name ändert von Bicolor auf White";4
101510700000;SE BRANCHES MILK 50ER;4
101593100000;SE BRANCHES DARK 50ER;4
110516100000;BIO BISCUIT MISCHUNG;4
200604200000;M-CLAS Cottage Cheese 450g;3
113111500000;AF TRIPLE CHOC COOKIE DUNKEL 76G;4
113108800000;AF COOKIE CLASSIC 76G;4
113652300000;PANDORO BEUTEL 500G;4
113654000000;PANETTONE BEUTEL 1000G;4
100102300000;LES DELICES CHOC'O'FARM;3
100120400000;LES DELICES RUBUBA 100G;3
100122100000;LES DELICES BLANC CROQUAN;3
100125600000;LES DELICES MANDOMIEL;3
100125800000;LES DELICES NOIR CROQUANT;3
100201200000;LES DELICES ORANGE 100G;3
100204600000;LES DELICES JAPONAIS 100G;3
203500200000;V-Love The Melty;3
203566500000;V-Love The Grated;3
130625300000;Anna's Best Saisonale Salatsauce Herbst/Winter;4
264681502300;Bio Datteln;3
113284000000;VL MINI MARMOR CAKE 90G;4
110435400000;ECHTER ST.GALLER BIBER;4
130271000000;M-Budget Pizza Margherita 1100g;3
130271200000;M-Budget Family Pizza don Giovanni 1kg;3
130271400000;M-Budget Pizza Margherita 430g;3
130271500000;M-Budget Pizza don Giovanni 430g;3
130449200000;VL Creamy Pretzel 62g;4
160347100000;M-Budget Almost Cookie 480 ml;4
160347200000;M-Budget Vanilla Caramel Sensation 480 ml;4
160347300000;M-Budget Double Date 480 ml;4
160354500000;M-BUD CORN. VANILLE 8ST;3
160354600000;M-BUD CORN. VAN/ERD 8ST;3
160354700000;M-BUD CORN. VAN/CHOC  8ST;3
160354100000;M-Budget Strawberry & Vanilla Mix 12ST;3
160311100000;FUN CORN. VAN/CHOC 6ST;3
160354300000;V-Love Seehund Vanille 12ST;3
130931500000;Bio Aha Tofu Zitronen/Thymian 250g;4
130931400000;Bio Aha Tofu Basilikum 250g;4
101404600000;Bio CH-Alpenkräuter Nussmischung;3
101416900000;M-Sélection Mandeln Piment d'Espelette Ltd.;3
251461103000;SEL ASC Crevetten ;2
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
